,Words,AROU,VAL,DOM,CNC,IMAG
2916,luck,6.849,7.914,4.882,2.206,3.441
2696,kiss,8.0,7.914,6.242,5.686,6.515
4494,slump,2.424,3.294,4.636,3.912,4.364
1402,develop,5.206,6.794,6.406,2.849,3.212
5048,tone (colour),4.364,5.667,5.0,3.788,4.303
4774,stubble,4.257,5.344,5.743,6.121,6.344
1932,flesh,5.818,4.818,5.182,6.667,6.25
3886,punishment,6.125,2.375,3.516,3.656,4.0
4430,simple,4.29,5.909,5.781,2.719,2.606
5160,troubling,5.25,2.313,3.765,2.688,2.29
2439,hug,6.364,8.206,5.97,5.588,6.212
3355,oil,3.914,5.086,5.457,6.265,6.294
58,add,4.0,5.647,5.618,4.286,3.943
76,adults,4.559,5.543,5.629,5.457,6.257
796,cell (jail),3.438,2.353,3.121,6.471,6.412
4034,rejected,4.515,1.688,2.688,3.161,3.469
4011,rectangle,2.765,5.257,5.171,6.177,6.571
785,cave,4.235,4.714,4.6,5.971,6.382
3199,mussel,3.618,5.177,4.941,6.324,6.235
2576,intend,3.828,5.455,5.647,3.086,2.629
2217,grateful,5.059,7.182,5.406,2.939,3.265
3405,outlook,4.5,5.97,6.375,2.594,3.353
5366,wallet,5.03,5.313,4.71,6.613,6.759
3489,pass (move past),4.0,5.143,5.714,4.086,4.343
2902,lottery,5.543,6.333,4.088,5.086,4.879
4291,section,3.6,4.886,4.686,4.343,3.971
910,cleaner,4.0,5.091,4.818,5.727,5.853
2172,goldfish,3.438,5.719,4.788,6.727,6.781
3043,melody,6.206,7.606,5.794,3.242,4.394
5203,tyrant,5.355,2.097,4.226,4.594,4.8
1257,curb,3.177,4.677,4.697,5.412,5.242
4192,safety,3.849,7.029,5.324,3.118,3.441
3091,minister,3.529,5.091,5.343,5.543,5.514
1178,crag,4.182,4.773,4.591,5.55,4.571
4187,sack,3.088,4.125,4.294,5.5,5.353
4540,soldier,5.313,4.813,4.161,6.375,6.719
442,beware,5.546,2.485,3.719,2.406,3.625
4165,rough,5.344,3.581,5.233,3.645,4.156
4283,season (period of time),4.758,6.441,4.441,4.375,5.333
3683,plough,4.433,5.061,5.548,5.719,5.742
5297,vessel,3.029,5.088,4.97,5.794,5.529
1054,confess,5.265,4.912,4.606,2.882,3.412
2303,hard (not easy),4.257,3.229,3.943,3.429,3.371
4264,scrap,4.0,4.032,5.0,4.697,4.219
4909,tank (storage),3.265,5.412,5.121,6.029,5.303
4434,singer,6.0,6.857,5.147,5.529,6.382
3786,pretty,6.625,7.636,6.091,3.606,5.656
5242,urban,4.118,5.177,5.265,3.912,4.429
5131,tree,4.484,6.839,5.226,6.862,6.69
5184,turf,4.267,4.871,5.438,5.4,5.133
1502,dole,3.333,3.107,3.517,3.778,3.25
2688,kin,4.618,6.469,5.313,4.706,4.177
3332,observation,4.515,5.735,5.394,3.485,3.529
2011,frame,3.5,5.118,4.5,5.794,5.677
4215,sanity,5.371,6.343,5.714,2.457,3.057
2650,jubilant,7.156,7.645,6.394,2.467,4.032
4483,slip (notepaper),3.382,5.171,4.886,6.324,5.771
4791,subtract,3.182,4.147,4.647,3.235,3.758
6,abdominal,3.875,5.212,4.667,5.735,5.03
678,butcher,4.143,4.229,4.971,6.294,6.429
1943,florist,4.5,6.515,4.941,6.0,5.971
3693,poach (cook),3.457,5.343,5.333,5.333,5.182
5115,trapped,5.273,2.229,2.559,3.857,4.794
2879,lock (hair),4.177,5.469,5.382,5.742,6.194
4270,screwdriver,3.853,4.824,6.2,6.529,6.857
4257,scooter,4.438,5.281,5.727,6.593,6.355
5112,transition,4.206,5.5,4.829,3.057,2.629
1064,confused,4.323,3.438,3.219,2.719,3.219
3661,plaster,3.156,5.0,5.241,6.452,6.03
2242,gripe,3.966,3.5,4.44,3.0,2.704
1474,distant,3.5,3.97,3.774,3.147,4.088
4293,secure,4.371,7.758,5.457,3.143,3.514
1889,figure (graph),2.677,4.714,4.412,5.152,5.441
2985,marry,5.97,6.97,4.667,4.636,5.121
2021,freedom,7.2,8.559,7.735,2.229,3.429
4375,sheer (thin),4.121,4.75,4.091,3.807,4.688
3715,poll,3.394,5.129,4.849,4.515,4.438
2372,hesitant,3.839,3.546,3.258,2.788,3.094
1130,cottage,3.971,6.061,5.029,6.765,6.758
1461,disfigured,4.412,2.588,2.97,4.118,5.177
4016,refill,3.971,5.6,5.514,4.686,4.457
5031,titanic (size),5.265,5.294,5.382,4.242,4.794
2860,litter (animal babies),4.758,7.125,4.936,6.5,6.161
2818,lies (position),3.941,4.886,4.758,4.629,5.515
222,armour,4.5,5.546,6.031,6.273,6.613
5152,tripod,2.613,5.265,5.438,6.559,6.177
48,activate,5.242,6.471,6.343,3.677,3.294
573,boy,4.294,5.6,5.229,6.412,6.485
1236,crunchy,4.677,5.543,5.382,5.143,4.824
4231,scale (musical),5.118,6.529,5.647,4.394,4.588
5384,warrant,4.121,3.788,4.412,4.484,3.281
4994,thorn,4.5,3.324,4.242,6.242,5.97
2282,hamster,3.5,5.912,5.618,6.794,6.629
267,athletic,5.656,7.029,6.219,4.546,5.25
1104,cool,5.235,6.485,5.177,2.857,3.514
2305,hardship,4.303,2.061,2.758,2.441,3.849
4374,sheer,4.529,5.429,4.788,3.294,3.294
1935,flick (movie),5.121,6.5,5.194,5.938,5.118
386,battle,5.576,2.333,5.559,5.387,5.686
5280,veal,3.879,4.594,4.735,6.088,5.742
3799,princess,5.971,7.265,5.029,5.677,6.344
4444,situation,4.559,4.743,4.486,3.771,2.857
4864,sweet,6.2,7.647,5.206,4.394,5.114
1563,drive (motivation),6.375,7.6,7.303,2.849,3.03
3096,mint (food),4.5,5.657,5.706,6.486,6.294
209,archery,4.677,5.758,6.206,5.706,6.03
909,clean,5.147,7.088,6.088,4.667,5.206
1289,dancing,7.229,7.333,6.147,5.371,6.5
5295,version,3.647,5.118,5.485,2.844,2.688
3340,occasionally,3.303,4.939,4.636,2.242,2.697
1842,fashion,6.324,6.677,5.485,4.088,5.515
4546,solid,3.824,5.629,5.853,5.559,5.029
5063,torment,6.194,1.939,3.161,2.936,3.031
958,coach (bus),3.03,5.286,4.182,6.735,6.457
1793,fabrication,4.382,3.969,4.273,3.226,2.645
2088,garment,4.032,5.75,5.344,5.781,5.774
331,banana,5.03,5.886,5.219,6.6,6.788
2886,logs (records),2.5,5.121,5.177,5.471,5.029
3365,opinion,5.706,6.086,7.057,2.588,2.457
2584,interim,3.074,4.741,4.68,3.269,2.357
1774,experiment,5.625,5.647,5.0,4.618,5.029
4607,spit,3.813,2.697,5.5,6.029,6.029
3213,name,4.286,5.324,5.543,4.6,3.743
4513,snaked,4.188,3.406,4.355,3.419,3.515
2477,illustration,4.546,6.029,5.5,5.088,5.091
3262,nightfall,5.323,5.781,4.469,4.969,5.5
4286,seat,3.265,5.257,4.939,6.667,6.286
1710,equality,6.406,8.242,5.844,2.233,2.909
4248,sceptical,4.324,3.424,4.818,2.743,2.686
1366,depression,3.794,1.727,2.206,3.059,3.765
173,ant,3.029,4.647,4.514,6.629,6.743
3501,patch (area),2.912,4.909,5.118,5.147,4.943
4096,revoke,4.364,2.906,4.515,3.129,2.743
3398,other,2.742,4.936,4.667,2.844,2.1
5009,ticket (admission),4.758,6.029,5.344,6.371,6.343
1952,fly,5.406,5.406,6.031,5.516,5.759
3492,passage,4.586,5.625,5.167,4.871,5.29
2036,frown,3.971,2.971,4.735,5.088,5.788
3362,onslaught,4.471,2.844,3.71,3.152,3.0
4056,remote (distant),3.455,3.364,3.625,3.091,4.677
3652,plane (wood),2.909,5.273,5.455,6.086,5.455
0,abattoir,4.2,2.864,4.333,5.455,4.391
2174,golfer,3.471,5.229,5.774,6.324,6.281
1356,deluded,3.971,2.571,4.171,2.229,2.706
4140,robe,3.774,5.371,4.912,6.0,6.114
5129,treble (music),5.324,5.879,5.697,4.455,4.375
2727,ladder,3.412,5.515,5.394,6.588,6.543
396,beard,4.5,5.47,5.606,6.485,6.656
4181,run (stockings),4.125,4.677,4.656,4.781,4.5
2893,longing,4.909,4.303,3.971,2.429,3.235
1812,fair (light),4.2,6.0,5.257,4.343,4.743
4672,stare,5.387,3.781,4.656,4.065,4.781
3837,propose,5.849,7.471,6.559,3.879,4.636
816,chaos,6.441,2.344,3.939,3.059,4.788
1572,drum,5.419,5.469,6.167,6.655,6.567
4657,stall,2.771,4.629,4.824,4.912,4.943
1800,factory,3.206,4.412,4.091,6.371,6.424
2280,hammered (nail),4.457,4.412,5.735,5.265,5.286
4398,shoot (gun),6.029,2.382,6.088,5.794,6.242
4749,stream,4.382,6.114,5.0,6.057,6.471
3039,medium (spiritualist),4.333,4.909,4.406,3.818,4.515
4796,suffer,5.182,1.743,2.941,2.657,4.382
3346,octopus,5.258,5.129,4.933,6.793,6.793
2984,married,6.429,7.343,4.486,4.971,5.657
2862,little,3.406,4.667,4.531,3.97,4.242
3716,pollute,4.387,1.968,3.844,4.219,4.5
3892,purple,5.344,6.333,5.364,5.382,6.636
554,bounce,5.697,6.273,6.065,4.531,5.188
1159,court (woo),6.1,6.484,5.448,3.767,4.4
1213,crook,4.849,2.5,4.219,4.303,4.75
4935,television,4.969,5.686,5.353,6.546,6.882
1325,decent,5.094,6.875,5.875,2.636,2.97
5153,triumph,7.088,8.2,7.229,3.364,4.065
2900,loser,3.559,2.412,3.235,3.029,3.559
700,calf (muscle),3.765,5.618,5.939,6.576,6.147
3882,punch (drink),5.857,5.829,5.2,5.857,5.943
3948,rail,3.667,5.091,4.697,6.219,5.971
5139,triangle,3.543,5.029,5.353,5.353,6.5
1455,discovery,6.912,7.429,6.559,3.714,4.057
4653,stake,4.758,4.324,5.177,4.758,3.909
3098,minute,3.636,5.353,4.765,4.182,3.441
2749,lark (fun),5.938,7.313,6.344,3.469,4.375
866,chips,5.0,6.194,5.533,6.464,6.552
1644,electric,6.5,6.088,5.647,4.394,4.182
3905,puzzle (jigsaw),5.0,5.706,4.97,6.219,6.324
3806,prize,6.936,7.438,6.567,4.7,5.0
3869,pull (attratcion),5.906,6.943,5.424,3.303,3.613
1490,divorce,5.094,2.581,4.344,4.25,3.313
2664,justice,6.143,7.514,6.206,2.971,3.571
729,cap (limit),3.273,4.091,3.875,3.455,3.03
3333,observe,4.0,5.794,5.941,3.353,3.235
3381,orangutan,4.194,5.781,5.697,6.727,6.758
1936,flicker,4.765,5.265,5.0,4.333,5.061
4527,social,5.844,6.781,6.194,2.727,3.4
1110,cord,3.206,4.971,4.844,5.457,5.656
4516,snatch,5.548,3.226,4.968,3.188,3.774
4966,texture,4.4,5.543,5.286,4.8,4.686
2394,hockey,4.548,5.742,5.469,5.807,5.966
1185,crater,4.257,4.0,4.697,6.177,5.771
2007,foxy,6.516,6.406,5.9,3.0,4.129
193,Apple (brand),4.849,5.971,4.6,5.943,6.677
1515,dope (drugs),5.5,2.677,3.618,5.818,5.794
578,brain,5.936,7.091,6.844,6.355,6.103
2123,ghoul,4.727,3.588,4.688,3.75,4.516
1429,dignified,4.667,7.758,7.0,2.818,3.125
771,catapult,5.581,4.606,5.633,6.364,6.194
2395,hog,3.057,4.412,5.353,6.2,5.441
5497,words,4.742,6.194,6.219,3.469,4.452
1846,fat,4.029,2.5,4.265,5.333,6.152
131,allure,5.833,6.0,4.97,2.581,2.594
178,anticipation,7.303,6.382,5.0,2.229,2.8
4961,terrorist,5.735,1.543,4.294,5.333,6.0
5239,upset (unbalance),4.5,2.412,3.824,2.647,3.697
5102,trainer,4.433,5.548,4.581,6.161,5.849
3135,monkey,5.353,6.057,5.257,6.559,6.794
3305,nuts (bolts),3.429,4.853,5.4,6.429,6.4
3214,named,3.088,5.091,4.424,3.353,2.235
2073,gala,4.057,5.735,4.886,4.543,4.656
658,burden,4.206,2.324,2.697,2.875,3.029
1896,filling,3.875,5.469,5.333,4.6,4.294
4078,residential,3.303,5.0,4.818,4.0,4.29
2221,grave (serious),4.559,2.629,4.853,2.886,3.647
2379,high,5.879,6.515,6.063,3.667,5.471
3813,product,3.829,5.059,4.771,5.2,4.735
342,bank (rely),3.546,4.647,4.094,3.152,2.875
3116,mobility,4.4,6.647,5.697,3.529,4.0
727,cap,3.286,4.941,6.0,6.314,6.343
4378,shell,3.677,5.469,4.281,6.5,6.516
976,cocktail,7.156,6.647,5.571,6.382,6.514
4480,slimy,4.057,2.853,4.371,4.686,5.829
3658,plant (position),3.212,5.059,5.794,4.441,3.75
1928,flatulent,3.581,3.156,4.344,4.871,3.633
3197,musket,4.31,3.733,5.3,6.31,5.833
4470,slaughterhouse,5.6,2.114,4.314,6.286,5.618
1299,data,2.882,4.824,4.697,5.382,4.382
4098,revolting,4.438,1.788,4.152,2.576,3.969
5124,treasure,6.909,7.824,6.353,5.206,6.143
660,burglar,5.438,2.469,3.531,5.552,5.742
1790,eyes,5.441,6.294,5.824,6.765,6.794
3520,peanut,3.343,5.147,5.188,6.882,6.727
3418,overdose,4.686,1.943,4.152,4.618,4.5
3655,plant,3.618,6.515,5.647,6.655,6.781
2789,legislation,3.121,4.576,3.688,4.156,3.394
3752,pot (drugs),5.0,4.0,4.531,5.688,5.938
5373,war,5.844,1.412,3.156,5.71,6.152
5413,week,3.581,5.355,4.323,3.839,3.0
5117,trauma,5.781,1.75,2.613,2.903,3.531
1085,contents,3.5,5.343,5.257,4.677,4.265
4896,talent,6.515,7.594,6.606,3.281,4.364
1278,Dad,4.912,6.849,4.618,6.257,6.4
3773,pray,4.118,5.571,4.152,3.429,5.171
1621,economic,3.515,4.581,3.3,2.469,2.303
4971,theatrical,6.606,5.971,5.882,3.306,4.971
5363,wake (funeral),2.485,2.0,3.871,5.313,5.323
67,adjust,4.364,5.727,5.667,3.094,3.0
4693,stem (origin),3.844,5.735,4.71,3.613,2.531
2670,key,4.206,6.0,6.114,6.382,6.4
2269,hair,4.938,5.688,5.4,6.621,6.567
4030,regular,3.5,5.257,4.571,3.486,3.314
4529,society,4.853,5.909,4.424,3.515,3.971
820,charge (card),3.531,4.355,5.031,3.818,4.226
1226,crowd,5.206,4.758,4.177,5.875,6.121
3678,plot,4.727,4.25,4.879,3.576,3.29
5422,well (healthy),5.114,8.514,6.294,3.714,4.771
2367,hero,7.171,8.286,6.727,3.576,5.143
4624,spring,6.313,7.118,5.618,5.5,5.971
4563,sovereign,4.133,5.2,5.467,4.1,4.517
2512,incompetent,3.441,2.353,3.677,2.882,2.8
4951,tense (verb),3.515,4.303,4.727,3.088,2.969
4734,story,5.484,6.71,6.031,3.781,3.807
4306,selfish,4.824,2.235,5.412,3.029,3.091
1143,counter (oppose),4.515,3.656,5.906,3.212,2.938
397,beast,6.209,3.105,5.721,4.646,5.563
3570,permanent,4.281,4.824,4.531,3.719,3.0
4769,stroke (brain),5.529,2.0,2.636,5.75,4.147
3388,organ,4.968,5.484,4.8,6.167,5.774
1398,determined,7.015,7.478,7.692,2.881,3.324
1659,embarrassment,4.849,2.258,2.882,3.065,4.094
2220,grave (cemetary),3.706,2.667,3.735,6.457,6.382
979,coerce,5.233,3.214,3.966,3.533,3.742
2331,head (leader),5.235,6.657,6.265,4.686,5.121
1298,darling,5.818,7.514,5.147,3.229,3.5
4076,reset,3.813,4.969,5.375,3.281,2.594
82,adversity,4.8,3.774,4.3,2.484,2.567
3375,optimistic,7.121,8.182,7.206,2.882,3.364
3012,mates,5.853,7.853,6.844,5.546,5.706
4839,surgery,5.469,3.939,3.849,6.3,6.265
4377,shelf,3.118,4.97,5.258,6.607,6.548
2809,liberty,5.853,7.273,6.879,2.647,2.939
423,behind,4.303,4.212,4.091,4.177,4.25
4813,summary,3.543,4.971,5.2,4.114,3.286
1904,fingers,3.914,5.206,5.371,6.657,6.882
5040,toes,3.257,4.857,5.286,6.8,6.886
1530,drab,2.364,3.364,3.938,3.059,3.941
3815,profession,5.03,6.667,6.333,4.125,4.121
1565,drop (fall),4.469,3.438,3.967,4.813,5.344
4113,riddle,5.294,4.971,4.594,3.5,3.788
839,cheerful,6.171,8.0,6.8,3.618,5.314
500,blue,4.912,5.206,5.313,4.886,6.471
141,amazing,7.147,8.406,6.824,2.781,2.781
1377,desirable,6.909,7.606,6.387,2.807,4.375
4320,sentence (phrase),3.371,5.265,5.229,4.559,4.029
5442,wholesale,3.353,5.314,5.273,4.667,3.485
2266,habit (smoking),3.697,2.061,3.364,4.097,4.457
2623,jargon,3.742,3.774,4.032,3.313,2.719
1138,count,2.886,5.265,5.629,3.912,3.706
2257,guitar,5.548,6.548,5.688,6.677,6.724
4358,shallow,3.618,3.441,4.147,3.441,4.177
1787,eye,3.886,5.629,6.057,6.5,6.794
3143,moose,3.735,5.471,4.781,6.594,6.212
550,bottle,4.0,5.355,5.097,6.429,6.536
5365,wall,2.75,4.697,4.069,6.344,6.621
2019,free,6.886,8.029,7.0,2.4,3.343
948,clue,5.313,6.094,5.156,3.394,3.529
5359,waiter,3.903,5.667,5.371,6.118,6.471
2694,kinky,7.531,6.219,5.727,3.303,4.438
532,book (reserve),3.714,5.8,6.235,4.706,4.382
3413,over,3.771,4.829,5.0,3.514,3.588
1829,fans,5.086,6.206,5.118,4.943,5.618
5345,vomit,3.118,2.543,3.794,6.057,6.559
4907,tank (army),4.25,3.355,4.406,6.788,6.419
4427,silk,5.719,6.742,5.469,6.344,6.5
2921,lumber (wood),3.657,5.229,5.606,6.314,6.029
1602,dwarf,4.484,4.452,4.452,6.0,5.781
2238,grim,3.8,2.286,3.743,3.143,3.857
639,builder,3.813,5.529,5.333,6.229,6.206
5364,wake (ship),3.767,5.303,5.313,5.8,5.2
967,coat (jacket),3.563,5.735,5.656,6.618,6.758
4698,stern (attitude),4.938,3.394,5.531,3.0,3.697
4296,seduction,7.563,6.242,6.29,3.364,3.879
1683,engage,5.788,6.314,5.706,3.419,3.091
2248,ground,3.061,5.419,5.485,6.394,6.355
4101,revolver,4.939,2.853,4.375,6.485,6.333
4965,text (written work),3.606,5.546,5.485,5.879,5.97
4905,tango (drink),4.5,5.813,5.636,6.353,6.353
155,analogue,3.394,4.971,5.031,3.914,3.382
2295,hankering,4.267,4.516,4.219,2.424,2.903
3047,memoirs,4.788,5.758,5.529,4.515,4.364
3483,particular,3.455,5.314,4.857,3.088,2.029
1089,contract,3.971,4.853,4.5,5.546,5.364
3246,neon,6.029,6.0,5.114,4.706,5.4
2319,hate,5.147,1.618,4.353,3.143,3.314
4703,stick,2.824,4.788,5.313,6.382,6.061
288,audience,4.727,5.781,5.121,5.697,6.065
930,close (stairwell),3.394,4.879,4.939,5.969,5.849
3103,mirage,5.303,5.03,3.875,2.788,3.849
4982,thick,3.394,4.303,4.909,4.471,4.294
3889,pupil (school),3.429,5.657,4.177,6.333,6.559
5044,tomahawk,6.0,3.95,5.652,5.8,5.2
4125,ring (jewellery),6.091,6.886,5.771,6.943,6.677
4446,sketch,3.771,5.941,5.412,5.114,5.486
4046,relish,5.5,6.364,6.0,3.543,3.829
942,club,5.794,6.114,5.235,5.886,5.909
2354,hell,5.6,1.343,3.0,2.343,5.143
4417,shuddering,4.529,3.177,3.939,4.294,4.758
4797,suffering,4.121,1.563,3.235,3.086,4.471
5179,tulip,3.971,6.943,5.059,6.371,6.514
1698,enterprise,4.559,6.083,6.457,4.0,2.944
5229,unusual,5.242,5.029,5.206,2.4,2.743
3630,pint,4.788,5.765,5.469,6.303,6.636
4614,sports,5.424,6.324,5.656,5.324,5.294
4566,spa,5.333,7.063,5.807,5.871,6.2
3770,praise,6.029,8.057,6.0,3.143,4.114
985,coke (cocaine),4.588,2.941,4.088,6.412,6.088
3403,outcome,4.324,5.706,5.171,3.714,2.794
4402,short,3.742,4.323,3.469,3.484,4.774
5219,unique,6.839,7.484,6.968,2.156,2.844
5304,vicar,2.484,5.188,3.875,6.063,6.219
981,coffin,4.061,2.029,3.212,6.844,6.412
3838,proprietor,3.129,5.222,5.448,5.571,4.4
5436,whisker,3.667,5.636,4.75,6.0,6.281
2977,marital,5.03,6.294,4.912,3.156,3.647
4083,respect,5.743,7.939,7.0,3.257,3.771
3611,picture,4.879,6.118,5.697,5.912,5.969
4221,sauna,5.286,6.4,4.941,6.424,6.472
3008,mate,5.771,7.143,5.971,4.543,4.824
4411,shriek,5.853,2.818,4.677,4.353,4.382
1457,discretion,3.818,5.182,5.182,2.394,2.97
1395,detailed,4.727,6.125,5.294,3.667,3.548
264,astronaut,5.515,6.667,5.063,6.424,6.788
4025,regime,5.219,4.156,3.485,3.091,2.788
929,close (near),4.531,6.273,5.063,3.75,3.727
5379,warehouse,2.882,4.697,4.829,6.686,6.412
2792,leisure,5.765,7.235,6.029,3.457,4.177
2400,holidays,7.303,7.938,6.563,4.938,5.094
2178,goofy,4.912,5.5,5.206,2.824,4.515
3298,nut (crazy person),5.794,2.853,4.324,2.697,4.457
246,ashamed,4.182,1.844,2.818,2.727,3.303
1594,dusk,4.471,5.667,4.765,4.324,5.412
1758,execution,5.514,2.057,3.177,4.97,5.818
5400,weakness,3.546,2.294,3.0,2.121,2.714
5323,virgin,4.882,5.294,4.939,4.286,4.206
923,cling,4.242,3.774,3.941,3.871,4.5
2874,lobster,4.914,5.294,5.257,6.771,6.677
268,athletics,4.118,5.912,5.677,5.412,5.735
669,bus,3.177,5.303,4.588,6.882,6.765
3358,omission,4.455,3.313,4.412,2.879,2.324
1910,fireman,5.844,6.765,4.853,6.588,6.657
3669,player,4.563,4.657,5.364,4.441,4.677
1152,courageous,6.588,8.091,7.057,2.914,3.441
5346,vote,4.906,6.344,6.412,4.844,4.563
4174,ruler,3.859,5.167,5.323,6.091,6.25
2591,inventor,5.807,7.156,6.813,5.063,4.594
4704,stick (glue),3.4,5.059,5.029,6.029,5.912
1781,express,5.457,6.171,6.647,2.618,2.914
2413,hoof,3.313,5.121,4.807,6.094,6.182
2307,harmful,4.765,2.257,4.114,2.97,3.286
2742,lane,3.743,5.2,4.546,5.647,5.794
3921,quest,5.943,6.412,6.647,3.257,3.486
1915,fish,3.727,5.375,5.546,6.667,6.724
612,bright,6.324,7.571,5.882,4.594,5.667
4815,sun,6.212,7.469,5.758,6.727,6.656
2267,habituate,3.483,5.067,4.448,2.067,1.821
2533,infirm,3.846,3.846,3.72,3.846,3.222
39,ace,5.735,7.333,6.129,3.219,3.697
1898,filter,3.061,4.97,5.147,4.455,4.5
1649,elephant,4.864,5.938,5.364,6.891,6.857
3002,masturbation,6.171,5.514,6.657,4.559,5.429
258,assistant,3.853,5.727,4.771,5.4,5.371
4089,retail,4.529,5.286,4.794,4.765,5.0
847,chemistry (science),4.794,5.571,5.177,4.657,4.313
4058,rent,3.412,3.971,3.941,5.171,3.529
4715,stock,3.438,5.406,4.781,4.531,4.03
3149,mosque,4.069,5.267,3.871,6.375,6.258
1233,crumb,3.303,4.714,5.0,6.03,6.242
1127,costly,4.412,2.971,3.429,3.829,3.941
4211,same,3.121,4.906,4.818,3.853,3.735
1967,fond,5.114,6.8,5.6,2.943,3.324
558,bout,3.667,4.226,4.429,3.581,3.1
904,classify,3.688,5.4,5.091,3.03,2.667
2614,jackal,4.6,4.219,5.258,5.879,5.594
484,blister,3.235,2.941,3.857,6.147,6.314
2211,grapes,4.441,6.0,5.406,6.6,6.618
1320,debtor,3.133,2.875,3.781,4.742,3.933
5388,wasp,5.424,2.697,4.03,6.606,6.758
2555,inspection,4.912,3.971,4.059,3.471,3.647
7,abduct,4.677,2.177,3.065,4.441,4.265
2315,harsh,4.857,2.543,4.571,3.514,3.371
4709,stingy,4.212,2.636,3.625,3.909,3.875
4032,reindeer,4.971,6.343,5.086,6.429,6.743
5294,verse (stanza),3.429,5.457,5.147,4.441,4.265
1450,disco,6.303,6.375,5.774,5.152,5.75
1201,cricket (insect),2.971,4.571,5.118,6.514,6.6
2426,hospital,4.743,3.829,3.257,6.886,6.743
2648,joy,6.941,8.061,6.588,3.235,4.941
1814,fairy,5.561,6.712,5.033,4.091,6.046
773,catch,5.375,5.531,5.625,3.424,4.438
2274,hallway,2.4,5.118,4.706,6.455,6.529
1011,commander,5.088,5.171,5.486,5.314,5.618
3459,paperclip,2.606,5.313,4.813,6.697,6.656
2998,massive,5.882,5.794,5.758,3.529,5.0
1991,former,3.125,4.438,4.767,2.281,2.161
1277,cynical,4.206,2.735,5.118,2.235,2.406
1783,exquisite,5.971,7.941,6.0,2.471,2.909
3819,profit,6.031,7.114,6.029,4.324,4.257
446,bike,4.829,5.969,6.147,6.546,6.794
880,chute,4.781,5.394,5.219,5.906,5.375
4954,tepid,2.871,4.035,4.742,2.867,2.667
781,caught,5.0,3.429,3.088,4.086,4.4
2651,judge,4.6,3.514,4.8,5.086,5.441
5394,water,4.857,6.882,5.629,6.571,6.886
1749,exciting,7.606,8.0,6.441,3.091,4.121
2126,giggle,6.943,7.343,6.171,4.314,5.514
3181,Mum,4.594,7.938,4.219,6.091,6.625
2423,horrid,4.057,1.943,3.829,2.6,3.382
5419,welcome,5.057,7.382,5.303,3.265,3.543
4793,suburbs,3.2,4.567,4.25,4.875,5.387
883,cinema,5.571,6.629,5.229,6.571,6.571
2908,lovely,6.382,7.794,5.706,3.265,4.0
1091,contract (catch),4.333,3.688,3.618,3.606,3.086
4863,sweeper,3.677,5.061,5.281,5.303,4.742
3606,pick,4.0,5.531,5.594,3.688,3.807
531,book (read),4.781,6.781,5.839,6.563,6.406
3107,misconception,3.906,3.281,3.667,2.156,1.929
2438,hovercraft,5.6,5.758,5.314,6.0,6.229
4507,smoke,5.212,3.333,4.438,5.394,6.032
4087,restaurant,5.6,6.257,5.143,6.303,6.2
3428,pack,3.853,5.029,5.03,5.086,4.971
5474,wise,5.906,7.97,6.906,2.719,3.0
2290,hands,5.258,6.032,6.161,6.433,6.767
1727,euphoria,7.818,8.313,6.636,1.97,3.788
610,bridge (structure),3.529,6.235,5.394,6.8,6.657
570,boxer (dog),4.147,4.588,5.441,6.647,6.5
3268,nonchalant,3.69,4.667,5.5,2.0,3.357
3724,pool (billiards),4.25,5.714,5.546,6.294,6.265
343,bank (river),3.353,5.441,4.531,5.788,6.061
3689,plumber,3.344,5.424,5.121,5.931,5.931
3862,psychopath,6.4,1.686,4.0,4.229,4.086
434,beneficial,5.971,7.971,5.886,2.8,2.829
1903,finger,4.939,5.2,5.088,6.571,6.771
97,afterlife,5.0,5.212,3.455,2.303,2.939
2925,lungs,4.371,6.441,5.118,6.559,6.529
2069,gag (choker),4.257,3.143,3.429,5.886,5.343
1537,draught,4.103,3.483,4.276,4.1,3.581
2767,leaflet,3.441,5.063,4.765,6.031,6.281
4424,signal,4.091,5.486,5.265,4.886,4.914
3931,quite,3.531,5.0,4.906,2.438,2.313
1517,dopey,3.125,3.576,4.394,2.697,4.0
965,coat,3.844,5.75,5.844,6.625,6.807
5256,vaccination,3.943,6.057,4.559,5.8,5.5
528,bonnet,3.129,4.939,4.966,6.469,6.281
176,anthem,5.303,6.364,5.455,4.576,3.364
2470,idol,5.767,6.281,4.548,3.333,3.871
4385,shiny,5.967,6.455,5.5,4.188,5.258
3113,mistake,4.559,2.618,3.515,3.394,3.429
4764,strip (naked),7.029,5.429,5.686,5.143,6.235
572,boxing,4.606,4.559,5.455,5.971,6.394
2822,lift (elevator),3.531,5.313,4.875,6.688,6.645
592,break (luck),6.032,7.147,4.655,2.879,3.091
4612,spoon,3.313,5.5,5.813,6.862,6.731
3013,mathematics,4.364,5.353,5.667,4.727,5.206
2374,hesitation,4.25,3.294,3.441,3.177,3.182
5211,under,4.2,4.29,3.839,3.774,4.125
5041,toga,4.182,5.515,5.788,5.879,5.97
3162,mount,5.0,5.246,5.91,4.338,4.323
2208,granite,3.061,5.063,5.576,6.485,5.546
3142,mooring,3.48,5.138,5.107,4.655,4.621
2492,important,5.936,6.438,6.645,2.469,2.813
3382,orbit,5.594,5.969,4.29,4.267,4.161
